,,Control,15c,15c,Control,15an,15a,15an,15a
ENSG00000274615,,0,3,0,0,0,0,0,0
ENSG00000274611,,0,0,5,0,0,0,0,0
ENSG00000274487,,25,135,40,69,100,131,54,76
ENSG00000278845,,0,1,0,0,0,3,0,0
ENSG00000274211,,12,86,18,20,135,78,16,70
ENSG00000275832,,7,7,0,61,119,12,38,20
ENSG00000277363,,0,5,0,0,0,0,0,0
ENSG00000273604,,0,4,0,0,2,2,4,0
ENSG00000277969,,0,0,0,0,1,0,0,0
ENSG00000275023,,24,56,10,51,58,32,61,24
ENSG00000277972,,6,456,0,3,7,4,24,8
ENSG00000277258,,40,11,0,97,27,9,4,2
ENSG00000277791,,492,767,95,440,1862,958,509,491
ENSG00000276293,,10,13,4,8,32,124,16,18
ENSG00000273559,,44,66,12,68,166,101,66,52
ENSG00000125691,,1156,2074,826,1304,3537,2132,1707,1190
ENSG00000244086,,0,0,0,0,0,10,4,0
ENSG00000002834,,2037,5400,1490,3303,9332,4682,3684,3106
ENSG00000263466,,0,31,0,18,14,33,12,36
ENSG00000263874,,0,18,0,39,20,28,4,0
ENSG00000204952,,0,0,0,0,0,0,0,0
ENSG00000263818,,0,0,0,0,2,0,0,0
ENSG00000161381,,0,3,0,2,22,1,8,2
ENSG00000067191,,80,350,10,121,192,186,128,99
ENSG00000108298,,2629,4820,1589,3636,9276,5757,3436,3440
ENSG00000141750,,0,0,0,0,0,0,0,0
ENSG00000265460,,0,0,0,0,0,0,14,0
ENSG00000108306,,260,973,218,455,1537,735,726,547
ENSG00000265904,,0,0,0,0,0,0,0,10
ENSG00000266469,,62,42,4,32,143,73,28,52
ENSG00000125686,,240,702,176,449,874,495,396,339
ENSG00000167258,,414,1182,266,611,1728,916,627,657
ENSG00000223091,,0,0,0,0,0,0,0,14
ENSG00000273576,,8,4,0,0,6,62,28,0
ENSG00000171532,,20,20,6,0,9,0,0,16
ENSG00000131771,,0,42,0,0,12,0,0,0
ENSG00000131748,,337,826,293,387,1245,775,802,636
ENSG00000173991,,8,20,0,2,36,10,16,0
ENSG00000141744,,0,0,0,0,0,5,0,0
ENSG00000161395,,128,224,28,122,415,214,181,73
ENSG00000141736,,88,315,101,192,536,395,118,185
ENSG00000141741,,50,270,52,97,321,281,114,169
ENSG00000141738,,79,118,19,67,120,154,93,119
ENSG00000161405,,0,0,0,0,0,1,0,0
ENSG00000073605,,124,303,97,152,322,108,306,259
ENSG00000172057,,573,1868,316,797,2266,1191,1075,1032
ENSG00000204913,,0,0,0,0,0,0,4,0
ENSG00000167914,,0,0,0,0,0,0,0,0
ENSG00000108344,,706,1582,599,1108,2884,1605,1170,1100
ENSG00000265799,,0,0,0,0,0,0,15,0
ENSG00000108342,,0,0,0,0,0,0,0,0
ENSG00000008838,,398,1387,210,500,1756,802,655,479
ENSG00000238793,,0,2,0,2,16,18,2,10
ENSG00000126351,,248,490,66,333,479,459,243,279
ENSG00000126368,,59,336,22,193,195,115,101,122
ENSG00000279199,,0,12,0,0,26,20,6,10
ENSG00000188895,,476,1418,543,675,2210,1294,952,885
ENSG00000108349,,364,784,178,515,997,620,422,389
ENSG00000221555,,0,10,0,0,0,10,30,0
ENSG00000108352,,70,257,17,109,278,152,101,116
ENSG00000171475,,328,798,129,475,1213,765,494,515
ENSG00000094804,,121,144,101,174,326,277,112,131
ENSG00000131759,,412,662,125,512,641,478,286,272
ENSG00000265666,,15,53,6,30,65,41,44,42
ENSG00000278918,,0,0,0,30,44,2,4,33
ENSG00000266208,,8,6,32,12,180,133,38,29
ENSG00000183153,,16,18,23,16,50,26,2,0
ENSG00000131747,,1621,1488,492,1881,2082,2083,1145,1486
ENSG00000222881,,0,0,0,0,0,18,20,0
ENSG00000141753,,1796,5933,1050,2650,8780,3783,4750,2735
ENSG00000279806,,0,0,0,0,8,0,3,0
ENSG00000131746,,25,12,0,8,166,14,26,0
ENSG00000266088,,0,0,0,0,0,0,0,0
ENSG00000126353,,0,0,0,0,2,0,0,0
ENSG00000073584,,161,350,113,177,438,328,149,263
ENSG00000278834,,8,0,0,8,2,12,8,22
ENSG00000186395,,305,532,212,512,958,659,445,346
ENSG00000167920,,14,12,0,12,50,24,23,0
ENSG00000171431,,3,30,0,3,11,9,22,20
ENSG00000240871,,0,0,0,0,0,0,0,0
ENSG00000198443,,8,0,0,21,0,8,0,0
ENSG00000240542,,0,0,0,0,14,0,0,0
ENSG00000131737,,0,0,0,0,0,0,0,0
ENSG00000108759,,0,12,0,10,0,0,0,0
ENSG00000223125,,0,0,0,0,0,0,0,0
ENSG00000171401,,0,0,0,0,0,16,0,14
ENSG00000171346,,135,115,26,203,327,171,164,167
ENSG00000171345,,2506,2829,1129,3108,4508,4237,1297,2154
ENSG00000226629,,0,0,0,0,0,0,0,0
ENSG00000171403,,0,0,0,0,0,0,0,0
ENSG00000186847,,0,14,0,0,0,0,0,0
ENSG00000186832,,0,0,0,0,0,0,0,0
ENSG00000128422,,0,0,6,0,6,0,0,0
ENSG00000214514,,0,24,0,3,0,0,0,0
ENSG00000278954,,0,18,12,14,14,0,0,0
ENSG00000173812,,1044,2173,597,1663,3425,2125,1610,1206
ENSG00000173805,,0,38,0,9,0,4,0,0
ENSG00000173801,,1099,2767,745,1467,5660,2478,2255,1473
ENSG00000141696,,736,1337,520,878,1780,1379,1290,663
ENSG00000141756,,703,1845,506,1045,2209,1327,1262,1266
ENSG00000141698,,202,444,205,292,879,366,431,263
ENSG00000161594,,0,0,0,0,0,38,0,0
ENSG00000259623,,98,111,4,67,224,121,167,60
ENSG00000178502,,142,228,71,52,251,94,170,116
ENSG00000131473,,1772,3405,974,2597,5278,3149,1688,2120
ENSG00000204815,,16,0,0,0,6,36,13,0
ENSG00000173786,,808,1546,322,1145,2899,2019,1115,1175
ENSG00000168259,,206,418,66,375,664,470,443,142
ENSG00000168256,,196,705,122,457,732,729,580,500
ENSG00000187595,,19,65,14,36,2,4,0,0
ENSG00000270010,,0,6,0,0,5,22,0,6
ENSG00000267221,,0,0,2,4,0,48,8,10
ENSG00000108771,,64,58,6,60,142,97,6,68
ENSG00000108773,,316,951,214,496,1181,590,554,651
ENSG00000260325,,0,0,2,26,0,0,10,16
ENSG00000108774,,227,620,176,366,743,480,283,335
ENSG00000267658,,0,7,0,0,8,2,0,4
ENSG00000089558,,0,0,0,0,2,0,28,0
ENSG00000161610,,0,0,0,0,4,2,0,0
ENSG00000167925,,12,113,4,60,124,24,113,22
ENSG00000173757,,481,955,271,471,1761,981,794,576
ENSG00000280295,,12,25,0,0,6,0,0,10
ENSG00000267758,,0,12,0,0,0,2,0,8
ENSG00000236194,,0,0,22,0,14,2,18,0
ENSG00000278829,,0,14,6,1,26,14,0,19
ENSG00000126561,,179,729,150,433,886,519,546,388
ENSG00000168610,,873,2110,562,900,3170,1671,1707,1120
ENSG00000221020,,0,0,0,0,18,0,0,0
ENSG00000177469,,2539,5590,1808,3482,8040,5105,3909,4268
ENSG00000033627,,323,736,124,359,994,434,330,327
ENSG00000264314,,0,0,0,27,0,16,0,0
ENSG00000267222,,0,17,2,10,8,0,0,0
ENSG00000267632,,24,49,10,32,0,21,2,32
ENSG00000265611,,0,0,0,10,0,0,0,0
ENSG00000267185,,8,2,0,2,0,2,0,0
ENSG00000108784,,191,596,137,190,613,520,497,277
ENSG00000108785,,72,54,10,6,52,31,15,70
ENSG00000108786,,38,269,38,115,175,90,56,85
ENSG00000266962,,5,17,0,0,20,5,0,11
ENSG00000068120,,348,1252,290,605,1532,866,679,670
ENSG00000108788,,217,459,102,190,784,486,371,291
ENSG00000131470,,96,108,24,64,92,65,65,156
ENSG00000141699,,624,1702,514,759,2595,1292,1206,1000
ENSG00000280183,,12,0,0,18,10,0,0,12
ENSG00000131462,,163,336,132,185,702,478,299,289
ENSG00000037042,,144,269,41,246,272,273,176,163
ENSG00000068137,,381,1117,257,579,1378,814,769,743
ENSG00000184451,,0,0,0,1,0,15,0,0
ENSG00000267042,,0,0,0,0,0,0,0,0
ENSG00000108797,,14,32,12,12,58,60,22,32
ENSG00000267765,,0,0,0,0,0,0,0,0
ENSG00000108799,,159,466,88,230,455,437,395,240
ENSG00000239671,,0,0,0,0,0,0,0,0
ENSG00000214578,,0,0,0,0,0,0,0,2
ENSG00000197291,,0,0,0,0,0,0,2,0
ENSG00000131477,,0,0,0,0,2,0,0,0
ENSG00000131475,,166,394,149,234,636,467,340,177
ENSG00000126562,,31,12,1,6,29,44,22,0
ENSG00000183978,,220,586,147,312,1033,364,291,223
ENSG00000176563,,0,6,0,0,14,6,0,4
ENSG00000126581,,201,374,123,184,606,274,264,180
ENSG00000131467,,469,1135,371,608,1739,1031,585,527
ENSG00000131480,,12,66,16,8,28,36,7,24
ENSG00000131471,,0,0,0,24,6,0,12,21
ENSG00000260105,,12,0,0,0,0,0,0,1
ENSG00000131482,,0,0,0,0,0,3,0,0
ENSG00000266967,,12,46,0,15,70,43,42,37
ENSG00000267060,,4,15,0,0,1,2,0,16
ENSG00000267230,,20,10,0,0,0,19,0,0
ENSG00000198863,,314,650,150,470,764,570,388,367
ENSG00000131469,,1447,2651,749,1463,4964,2733,1813,1591
ENSG00000068079,,187,405,152,318,755,498,315,276
ENSG00000108828,,2196,7676,1992,2755,11842,5506,5091,4149
ENSG00000108830,,0,2,0,0,8,0,0,6
ENSG00000012048,,291,462,158,232,311,455,233,178
ENSG00000198496,,8,87,12,40,104,43,56,5
ENSG00000267681,,0,36,0,0,0,0,0,0
ENSG00000267002,,2,81,8,2,52,35,36,12
ENSG00000267340,,0,9,0,0,0,0,0,4
ENSG00000188554,,470,1325,341,634,2316,947,1057,625
ENSG00000184988,,35,69,6,73,123,63,107,77
ENSG00000236383,,28,115,4,20,32,26,70,55
ENSG00000274585,,15,85,31,17,103,166,81,36
ENSG00000275616,,0,0,0,0,0,0,0,0
ENSG00000273709,,34,52,14,32,113,84,44,10
ENSG00000278048,,26,4,2,2,1,1,0,0
ENSG00000278774,,10,44,12,17,68,37,33,21
ENSG00000274452,,45,288,80,123,328,247,221,119
ENSG00000275219,,0,0,0,0,0,0,0,0
ENSG00000278591,,0,0,0,0,0,5,0,0
ENSG00000279602,,0,14,0,0,8,12,0,18
ENSG00000188825,,11,13,2,18,54,34,36,22
ENSG00000175906,,157,290,20,223,596,259,250,150
ENSG00000267151,,0,1,0,0,0,0,0,0
ENSG00000067596,,283,515,232,587,1060,688,742,419
ENSG00000175832,,170,759,188,476,1045,472,383,416
ENSG00000267747,,0,0,0,0,0,14,30,0
ENSG00000005102,,0,0,0,0,0,0,0,0
ENSG00000267253,,0,0,0,7,6,2,0,0
ENSG00000108861,,231,753,313,466,1521,870,417,556
ENSG00000161647,,109,165,20,206,365,98,143,120
ENSG00000161649,,0,0,0,0,0,0,0,2
ENSG00000108852,,0,0,0,6,0,0,0,4
ENSG00000131096,,0,0,0,0,0,0,10,0
ENSG00000161653,,20,94,42,86,54,18,0,17
ENSG00000091947,,199,605,123,386,731,510,277,294
ENSG00000221044,,0,0,0,0,0,2,0,12
ENSG00000161654,,77,158,69,90,283,93,126,64
ENSG00000141349,,239,635,183,285,1153,704,362,424
ENSG00000108840,,526,1280,161,806,1762,919,1026,557
ENSG00000267638,,0,26,0,14,0,10,10,0
ENSG00000125319,,78,58,41,137,160,38,51,86
ENSG00000161664,,19,92,14,89,101,70,79,38
ENSG00000267080,,110,200,59,45,237,72,74,46
ENSG00000168591,,370,526,97,240,1036,541,495,242
ENSG00000087152,,522,1337,231,672,1765,1002,784,711
ENSG00000267394,,14,24,0,0,47,4,25,12
ENSG00000108312,,614,1192,404,937,1989,1448,651,480
ENSG00000260793,,22,70,0,51,68,44,49,34
ENSG00000267691,,0,8,0,0,0,0,0,0
ENSG00000004939,,0,0,0,1,0,0,0,0
ENSG00000239702,,0,2,0,0,1,0,0,0
ENSG00000267750,,12,0,0,0,0,0,0,0
ENSG00000108309,,0,4,0,0,2,2,24,0
ENSG00000013306,,1074,3054,770,1858,4200,2484,1753,1429
ENSG00000267211,,0,5,0,0,0,0,0,0
ENSG00000030582,,2035,7919,1887,3214,10547,5791,5255,3842
ENSG00000161682,,195,452,64,309,602,438,287,207
ENSG00000005961,,0,6,0,0,0,9,0,0
ENSG00000186566,,320,930,210,402,991,697,544,470
ENSG00000240589,,0,0,0,10,0,14,10,0
ENSG00000180340,,8,20,0,14,14,0,2,8
ENSG00000180336,,0,50,0,24,51,20,22,0
ENSG00000180329,,16,217,36,85,213,81,71,42
ENSG00000267160,,0,0,2,0,0,0,0,0
ENSG00000279879,,0,0,0,0,0,0,0,0
ENSG00000161692,,152,237,8,220,354,321,127,292
ENSG00000240305,,0,0,0,0,0,2,6,0
ENSG00000073670,,16,25,0,53,34,8,4,2
ENSG00000267505,,0,0,0,0,0,0,0,0
ENSG00000182963,,0,0,0,0,0,0,0,2
ENSG00000131097,,19,24,0,0,3,0,0,0
ENSG00000108883,,395,882,401,839,1648,855,649,566
ENSG00000264540,,19,21,0,0,14,0,0,0
ENSG00000131095,,0,0,0,0,0,0,0,0
ENSG00000186185,,574,559,91,721,924,944,249,544
ENSG00000278223,,0,0,0,4,0,0,6,3
ENSG00000267334,,0,24,0,0,0,0,0,0
ENSG00000131094,,16,0,6,44,2,42,16,14
ENSG00000172992,,246,745,214,434,1136,582,470,430
ENSG00000136448,,589,884,303,704,2125,1175,678,555
ENSG00000200888,,0,0,0,0,0,0,0,0
ENSG00000161714,,945,3227,835,1125,5131,2111,2113,1478
ENSG00000277249,,0,17,10,10,12,2,20,15
ENSG00000181513,,78,188,78,86,355,202,191,106
ENSG00000276728,,42,17,20,16,43,42,5,22
ENSG00000186834,,468,760,236,666,1531,735,841,642
ENSG00000224505,,17,20,2,0,7,6,3,3
ENSG00000168517,,42,152,4,77,101,42,49,40
ENSG00000267288,,12,28,2,0,32,16,39,23
ENSG00000267121,,0,12,0,0,0,17,14,0
ENSG00000184922,,23,32,4,34,82,55,14,53
ENSG00000233175,,0,0,3,0,0,0,0,0
ENSG00000233483,,14,4,6,66,20,56,31,20
ENSG00000267278,,24,72,0,48,40,3,6,8
ENSG00000184361,,20,2,0,0,0,4,2,0
ENSG00000006062,,145,562,153,174,615,361,287,265
ENSG00000159314,,1,2,2,4,5,3,5,49
ENSG00000225190,,98,283,65,140,347,183,218,146
ENSG00000214425,,0,0,0,1,6,16,2,24
ENSG00000204652,,0,0,0,0,0,0,0,0
ENSG00000204650,,0,15,0,0,1,2,0,0
ENSG00000186868,,0,2,2,1,0,0,0,0
ENSG00000120071,,7,16,7,33,27,16,4,4
ENSG00000214401,,0,0,0,0,0,0,0,0
ENSG00000262539,,0,0,0,0,0,0,1,0
ENSG00000228696,,8,10,7,10,13,10,25,0
ENSG00000176681,,31,8,1,43,9,13,41,5
ENSG00000265411,,0,1,0,1,0,1,0,0
ENSG00000260075,,39,39,20,25,115,54,20,25
ENSG00000238083,,18,18,6,7,30,13,30,5
ENSG00000185829,,10,15,7,23,23,5,13,6
ENSG00000265315,,0,1,0,1,0,1,0,0
ENSG00000232300,,0,0,0,5,11,1,3,0
ENSG00000073969,,73,160,75,142,509,251,129,105
ENSG00000213326,,0,0,1,1,0,0,0,0
ENSG00000108379,,0,0,0,0,0,0,0,0
ENSG00000108433,,107,205,49,142,357,133,160,130
ENSG00000179673,,0,0,0,0,14,0,0,0
ENSG00000263142,,10,46,40,0,74,30,20,4
ENSG00000262879,,119,198,83,122,327,147,87,184
ENSG00000277198,,0,0,0,0,8,0,0,0
ENSG00000004897,,372,634,164,315,980,566,339,362
ENSG00000239291,,0,33,0,0,14,23,8,48
ENSG00000262265,,0,14,0,0,39,10,13,10
ENSG00000261872,,11,0,0,16,15,0,0,18
ENSG00000198336,,0,0,0,0,0,6,0,0
ENSG00000259207,,2,14,0,6,4,11,0,4
ENSG00000238419,,0,0,0,0,0,0,0,0
ENSG00000276790,,0,0,0,0,0,0,0,0
ENSG00000263293,,0,0,0,0,0,0,0,0
ENSG00000178852,,53,88,15,44,200,75,116,56
ENSG00000253347,,0,0,0,0,0,6,6,2
ENSG00000228782,,8,18,0,2,15,4,27,40
ENSG00000141279,,329,774,145,495,1659,752,615,437
ENSG00000263766,,12,15,0,16,14,31,9,0
ENSG00000108424,,1019,1972,684,1302,2985,1985,1194,1514
ENSG00000198933,,78,220,37,128,369,225,125,112
ENSG00000006025,,145,437,95,242,495,284,165,243
ENSG00000159111,,166,456,31,238,639,275,225,174
ENSG00000141294,,8,40,6,13,44,4,18,4
ENSG00000141295,,145,535,127,172,770,386,266,238
ENSG00000189120,,2,11,0,24,4,8,6,0
ENSG00000266821,,0,0,0,0,0,4,0,0
ENSG00000264920,,0,47,6,13,29,18,22,0
ENSG00000167182,,145,210,43,113,253,206,158,118
ENSG00000234494,,38,26,2,14,79,67,25,3
ENSG00000266601,,0,0,0,0,0,36,0,0
ENSG00000108439,,183,434,106,136,545,358,298,153
ENSG00000167183,,0,0,0,0,0,0,0,0
ENSG00000108465,,204,610,214,369,806,522,388,383
ENSG00000005243,,2,10,0,13,29,8,41,0
ENSG00000207947,,0,0,0,19,0,0,0,7
ENSG00000263412,,7,56,0,16,14,82,0,4
ENSG00000082641,,879,3392,709,1438,3870,2480,2450,1602
ENSG00000278765,,6,0,0,0,1,29,0,12
ENSG00000108468,,423,576,252,418,819,690,576,334
ENSG00000206954,,0,0,0,0,0,0,0,0
ENSG00000002919,,48,152,68,69,81,171,63,68
ENSG00000206805,,2,0,0,0,0,2,1,0
ENSG00000173917,,0,0,0,0,0,0,0,0
ENSG00000230148,,0,0,0,0,0,12,0,0
ENSG00000120093,,24,26,0,23,17,72,24,0
ENSG00000233101,,30,34,2,44,21,44,12,15
ENSG00000239552,,0,0,0,14,0,0,0,0
ENSG00000182742,,0,20,2,21,26,6,0,16
ENSG00000257178,,19,8,0,7,19,0,0,2
ENSG00000120075,,8,32,16,32,15,54,14,41
ENSG00000108511,,37,147,34,38,114,150,62,38
ENSG00000260027,,20,92,10,85,182,47,47,32
ENSG00000120068,,0,10,0,5,33,14,10,6
ENSG00000170689,,0,16,0,0,0,10,16,0
ENSG00000242207,,0,0,0,0,0,0,0,0
ENSG00000210741,,0,0,0,0,0,0,0,0
ENSG00000272763,,0,0,0,0,0,0,0,0
ENSG00000262745,,0,0,0,0,0,0,0,0
ENSG00000242067,,0,0,0,0,0,0,0,0
ENSG00000244649,,0,0,0,0,0,0,0,0
ENSG00000159184,,0,0,0,1,0,0,0,0
ENSG00000170703,,10,4,0,26,0,0,6,0
ENSG00000244514,,1,2,0,2,2,0,1,4
ENSG00000136436,,363,746,204,451,992,616,576,353
ENSG00000248278,,0,4,0,2,40,5,6,2
ENSG00000159199,,126,167,49,62,366,155,115,102
ENSG00000270781,,2,3,2,0,0,0,24,0
ENSG00000159202,,771,1800,498,1068,2581,1619,1161,1077
ENSG00000159210,,347,521,190,409,944,550,301,231
ENSG00000200903,,0,0,0,0,1,2,0,0
ENSG00000159224,,1,0,9,30,29,62,5,30
ENSG00000250838,,0,0,0,8,15,2,0,16
ENSG00000159217,,609,1170,368,852,1901,1063,968,672
ENSG00000251461,,0,0,0,7,4,4,10,0
ENSG00000255851,,0,45,4,0,42,0,2,8
ENSG00000252636,,0,2,6,3,0,17,0,24
ENSG00000251550,,10,0,8,0,20,12,0,8
ENSG00000108798,,0,0,0,0,12,0,0,0
ENSG00000173868,,0,0,0,0,0,0,0,0
ENSG00000198740,,311,636,166,528,1026,422,658,437
ENSG00000248714,,0,0,0,0,0,0,0,0
ENSG00000167085,,233,594,125,386,854,451,216,330
ENSG00000229944,,16,35,33,22,133,85,36,36
ENSG00000279036,,0,0,0,0,0,0,0,0
ENSG00000064300,,0,0,0,0,0,0,0,0
ENSG00000182575,,0,0,0,0,0,0,0,0
ENSG00000121067,,153,459,85,254,1004,301,417,269
ENSG00000121073,,93,431,102,139,560,259,258,60
ENSG00000121104,,4,0,0,10,26,17,0,0
ENSG00000136504,,242,524,70,206,603,254,349,163
ENSG00000235183,,0,0,0,0,2,0,0,0
ENSG00000262837,,0,0,0,4,0,0,0,0
ENSG00000176358,,0,4,0,14,0,8,14,10
ENSG00000204584,,0,0,0,6,26,0,0,0
ENSG00000254039,,0,0,0,0,0,0,0,0
ENSG00000249176,,0,0,0,0,0,0,3,0
ENSG00000108813,,0,10,0,0,10,0,0,2
ENSG00000064195,,0,0,16,0,26,0,0,0
ENSG00000246640,,24,59,12,18,30,22,56,45
ENSG00000005884,,3957,13457,3131,5751,12443,8595,6957,7083
ENSG00000276851,,4,0,0,0,12,0,0,8
ENSG00000005882,,60,273,22,72,427,140,165,110
ENSG00000275025,,0,0,0,0,0,0,2,0
ENSG00000167100,,8,14,12,50,51,24,34,22
ENSG00000108819,,751,1598,391,1022,2672,1613,992,991
ENSG00000236472,,0,0,0,24,26,0,0,38
ENSG00000188662,,0,0,0,0,0,0,0,0
ENSG00000108821,,1,3,0,2,19,6,1,0
ENSG00000167105,,0,0,0,14,6,18,0,0
ENSG00000251179,,0,0,0,0,0,0,0,10
ENSG00000015532,,324,938,275,512,1398,825,691,568
ENSG00000279792,,29,66,18,28,28,30,44,2
ENSG00000108826,,199,201,157,255,511,317,250,261
ENSG00000154920,,22,34,4,34,40,33,19,15
ENSG00000108829,,785,1296,364,771,1810,1219,850,839
ENSG00000206824,,2,0,0,0,0,0,0,0
ENSG00000253102,,0,0,0,0,0,0,0,0
ENSG00000167107,,110,577,159,181,759,281,307,178
ENSG00000262759,,0,0,0,0,0,0,0,4
ENSG00000136457,,19,120,4,14,106,33,143,113
ENSG00000275897,,0,4,0,1,20,0,0,0
ENSG00000136444,,205,471,183,472,991,545,583,253
ENSG00000249451,,0,0,0,0,2,0,0,0
ENSG00000136449,,12,10,0,0,0,49,2,20
ENSG00000049283,,68,80,48,57,161,191,33,137
ENSG00000250286,,0,15,0,0,5,0,0,22
ENSG00000006282,,626,2058,536,944,2962,1557,1194,767
ENSG00000250107,,0,16,0,8,0,2,0,0
ENSG00000006283,,8,11,2,40,86,57,4,14
ENSG00000250976,,11,0,0,0,0,0,0,0
ENSG00000251239,,0,0,0,2,0,10,0,0
ENSG00000108846,,1660,6195,1549,2127,8267,4616,4069,2789
ENSG00000154945,,244,579,154,274,800,458,318,325
ENSG00000201340,,0,0,0,0,0,0,0,0
ENSG00000108848,,383,640,166,628,808,737,672,379
ENSG00000278963,,10,32,35,30,33,28,12,44
ENSG00000167117,,30,20,10,0,39,28,6,0
ENSG00000141232,,212,722,80,386,780,534,336,298
ENSG00000229980,,8,41,12,14,33,10,18,4
ENSG00000247011,,0,0,0,0,28,0,0,0
ENSG00000251665,,0,0,0,0,0,8,0,0
ENSG00000008294,,1449,3615,977,1619,4488,3132,2920,2126
ENSG00000239672,,80,127,8,83,193,154,78,119
ENSG00000243678,,9,18,32,18,125,58,47,23
ENSG00000011258,,99,242,28,169,533,234,202,264
ENSG00000279089,,6,67,26,15,93,16,49,48
ENSG00000264895,,24,132,0,14,80,11,56,8
ENSG00000011260,,365,480,173,356,1038,683,295,270
ENSG00000263317,,0,2,0,0,0,0,0,0
ENSG00000262902,,0,0,0,1,5,1,3,2
ENSG00000141200,,0,0,0,0,0,0,0,0
ENSG00000141198,,123,322,55,115,386,242,183,143
ENSG00000166260,,286,741,142,470,791,372,283,233
ENSG00000279059,,20,18,8,6,68,40,53,6
ENSG00000275710,,0,0,0,0,0,0,0,2
ENSG00000166263,,22,126,28,90,213,70,171,98
ENSG00000108924,,0,0,0,0,0,0,0,0
ENSG00000108960,,345,566,143,367,638,353,334,289
ENSG00000261873,,12,0,0,26,0,0,2,0
ENSG00000236319,,0,0,0,0,9,0,2,1
ENSG00000166292,,0,0,0,0,0,0,0,0
ENSG00000141179,,100,262,112,131,476,414,235,181
ENSG00000262052,,0,0,0,0,0,0,0,2
ENSG00000153930,,2,32,0,0,14,26,12,4
ENSG00000274924,,0,0,0,0,0,4,0,0
ENSG00000183691,,0,0,0,0,0,0,0,0
ENSG00000214226,,30,56,9,60,103,142,125,69
ENSG00000153933,,0,8,6,12,14,8,26,26
ENSG00000262408,,0,0,0,0,0,0,9,0
ENSG00000121060,,630,1255,330,523,2179,1157,833,719
ENSG00000274213,,0,6,0,22,61,14,6,4
ENSG00000121058,,120,185,58,87,298,367,58,86
ENSG00000262298,,0,6,0,0,12,44,0,25
ENSG00000262623,,0,0,0,0,4,2,2,0
ENSG00000121064,,200,622,80,381,608,319,315,360
ENSG00000263120,,0,0,0,0,0,2,0,0
ENSG00000263004,,7,4,0,0,18,8,12,0
ENSG00000121057,,241,669,182,582,1623,752,423,372
ENSG00000263089,,2,52,10,30,74,12,6,34
ENSG00000153944,,562,922,121,704,1289,935,515,575
ENSG00000279555,,59,74,0,115,71,42,54,11
ENSG00000279281,,43,14,0,22,26,8,30,2
ENSG00000266100,,0,0,0,10,0,0,0,0
ENSG00000280028,,4,62,4,4,0,26,0,10
ENSG00000263499,,0,4,0,18,11,4,4,0
ENSG00000242889,,0,2,0,0,0,0,32,0
ENSG00000265542,,0,2,0,0,0,0,0,0
ENSG00000222976,,0,0,0,0,0,0,0,1
ENSG00000181610,,178,427,132,285,692,336,261,207
ENSG00000180891,,371,1174,144,880,1584,915,576,639
ENSG00000264914,,0,0,0,0,8,0,0,0
ENSG00000278642,,0,0,0,0,0,0,0,14
ENSG00000136451,,306,481,129,498,838,522,363,421
ENSG00000280233,,23,4,0,5,7,0,2,0
ENSG00000264112,,74,403,6,88,322,125,209,178
ENSG00000136450,,408,686,189,465,1256,765,577,553
ENSG00000279069,,8,41,12,18,33,27,30,26
ENSG00000264364,,627,1085,343,722,1592,1307,545,671
ENSG00000279207,,2,10,10,4,26,10,18,16
ENSG00000121053,,0,10,0,0,0,0,12,34
ENSG00000278627,,0,0,0,0,0,2,0,4
ENSG00000011143,,29,58,26,93,173,63,81,52
ENSG00000005379,,17,0,0,0,2,0,0,3
ENSG00000265148,,0,0,0,16,0,0,5,0
ENSG00000265206,,0,0,0,8,0,0,0,0
ENSG00000213246,,95,109,13,20,149,79,84,52
ENSG00000108375,,157,185,24,308,296,293,38,154
ENSG00000176160,,0,0,0,0,0,22,0,0
ENSG00000266648,,0,2,0,0,0,4,0,0
ENSG00000108389,,284,822,182,444,1138,588,447,411
ENSG00000264672,,0,0,0,0,0,0,0,0
ENSG00000108387,,0,0,0,0,0,0,0,0
ENSG00000121101,,0,0,0,0,0,0,0,0
ENSG00000212195,,4,0,0,4,0,0,0,0
ENSG00000200997,,0,0,0,0,0,0,0,0
ENSG00000108384,,74,61,22,22,130,93,90,20
ENSG00000175175,,0,14,0,0,0,0,0,0
ENSG00000108395,,124,221,128,236,460,159,160,253
ENSG00000216168,,5,0,0,0,0,0,0,0
ENSG00000263558,,0,8,0,8,0,0,0,0
ENSG00000224738,,0,9,26,16,0,6,0,22
ENSG00000182628,,155,39,10,102,156,102,22,98
ENSG00000252212,,0,0,0,0,0,0,0,0
ENSG00000211514,,0,0,0,0,0,0,0,0
ENSG00000068489,,684,421,254,683,554,744,351,325
ENSG00000266537,,0,12,0,0,0,4,0,11
ENSG00000265415,,7,29,2,9,22,0,8,8
ENSG00000167447,,151,260,60,144,430,226,199,130
ENSG00000153982,,24,58,26,30,67,39,8,42
ENSG00000175155,,101,208,76,160,368,240,215,151
ENSG00000278863,,0,0,0,0,2,12,0,0
ENSG00000263857,,0,0,0,0,0,0,0,0
ENSG00000108406,,99,408,68,134,342,207,167,106
ENSG00000273702,,0,0,0,20,8,3,10,0
ENSG00000141367,,1596,3218,957,2056,5730,2589,2532,2169
ENSG00000141378,,60,207,48,140,482,194,148,149
ENSG00000062716,,1604,3518,1089,1726,6087,3236,2663,3028
ENSG00000267637,,16,0,0,0,0,0,0,0
