Name	DESCRIPTION	Control	15c	15c	Control	15an	15a	15an	15a
ENSG00000266469		62	42	4	32	143	73	28	52
MED1		240	702	176	449	874	495	396	339
CDK12		414	1182	266	611	1728	916	627	657
ENSG00000223091		0	0	0	0	0	0	0	14
ENSG00000273576		8	4	0	0	6	62	28	0
NEUROD2		20	20	6	0	9	0	0	16
PPP1R1B		0	42	0	0	12	0	0	0
STARD3		337	826	293	387	1245	775	802	636
TCAP		8	20	0	2	36	10	16	0
PNMT		0	0	0	0	0	5	0	0
PGAP3		128	224	28	122	415	214	181	73
ERBB2		88	315	101	192	536	395	118	185
MIEN1		50	270	52	97	321	281	114	169
GRB7		79	118	19	67	120	154	93	119
IKZF3		0	0	0	0	0	1	0	0
GSDMB		124	303	97	152	322	108	306	259
ORMDL3		573	1868	316	797	2266	1191	1075	1032
LRRC3C		0	0	0	0	0	0	4	0
GSDMA		0	0	0	0	0	0	0	0
PSMD3		706	1582	599	1108	2884	1605	1170	1100
ENSG00000265799		0	0	0	0	0	0	15	0
CSF3		0	0	0	0	0	0	0	0
MED24		398	1387	210	500	1756	802	655	479
SNORD124		0	2	0	2	16	18	2	10
THRA		248	490	66	333	479	459	243	279
NR1D1		59	336	22	193	195	115	101	122
ENSG00000279199		0	12	0	0	26	20	6	10
MSL1		476	1418	543	675	2210	1294	952	885
CASC3		364	784	178	515	997	620	422	389
ENSG00000221555		0	10	0	0	0	10	30	0
RAPGEFL1		70	257	17	109	278	152	101	116
WIPF2		328	798	129	475	1213	765	494	515
CDC6		121	144	101	174	326	277	112	131
RARA		412	662	125	512	641	478	286	272
RARA-AS1		15	53	6	30	65	41	44	42
ENSG00000278918		0	0	0	30	44	2	4	33
GJD3-AS1		8	6	32	12	180	133	38	29
GJD3		16	18	23	16	50	26	2	0
TOP2A		1621	1488	492	1881	2082	2083	1145	1486
ENSG00000222881		0	0	0	0	0	18	20	0
IGFBP4		1796	5933	1050	2650	8780	3783	4750	2735
ENSG00000279806		0	0	0	0	8	0	3	0
TNS4		25	12	0	8	166	14	26	0
ENSG00000266088		0	0	0	0	0	0	0	0
CCR7		0	0	0	0	2	0	0	0
SMARCE1		161	350	113	177	438	328	149	263
ENSG00000278834		8	0	0	8	2	12	8	22
KRT10		305	532	212	512	958	659	445	346
KRT10-AS1		14	12	0	12	50	24	23	0
KRT20		3	30	0	3	11	9	22	20
KRTAP4-7		0	0	0	0	0	0	0	0
KRTAP4-1		8	0	0	21	0	8	0	0
KRTAP9-1		0	0	0	0	14	0	0	0
KRT34		0	0	0	0	0	0	0	0
KRT32		0	12	0	10	0	0	0	0
RNU2-32P		0	0	0	0	0	0	0	0
KRT13		0	0	0	0	0	16	0	14
KRT15		135	115	26	203	327	171	164	167
KRT19		2506	2829	1129	3108	4508	4237	1297	2154
LINC00974		0	0	0	0	0	0	0	0
KRT9		0	0	0	0	0	0	0	0
KRT14		0	14	0	0	0	0	0	0
KRT16		0	0	0	0	0	0	0	0
KRT17		0	0	6	0	6	0	0	0
KRT42P		0	24	0	3	0	0	0	0
ENSG00000278954		0	18	12	14	14	0	0	0
EIF1		1044	2173	597	1663	3425	2125	1610	1206
HAP1		0	38	0	9	0	4	0	0
JUP		1099	2767	745	1467	5660	2478	2255	1473
P3H4		736	1337	520	878	1780	1379	1290	663
FKBP10		703	1845	506	1045	2209	1327	1262	1266
NT5C3B		202	444	205	292	879	366	431	263
KLHL10		0	0	0	0	0	38	0	0
ENSG00000259623		98	111	4	67	224	121	167	60
KLHL11		142	228	71	52	251	94	170	116
ACLY		1772	3405	974	2597	5278	3149	1688	2120
ODAD4		16	0	0	0	6	36	13	0
CNP		808	1546	322	1145	2899	2019	1115	1175
DNAJC7		206	418	66	375	664	470	443	142
NKIRAS2		196	705	122	457	732	729	580	500
ZNF385C		19	65	14	36	2	4	0	0
ENSG00000270010		0	6	0	0	5	22	0	6
C17orf113		0	0	2	4	0	48	8	10
DHX58		64	58	6	60	142	97	6	68
KAT2A		316	951	214	496	1181	590	554	651
HSPB9		0	0	2	26	0	0	10	16
RAB5C		227	620	176	366	743	480	283	335
RAB5C-AS1		0	7	0	0	8	2	0	4
KCNH4		0	0	0	0	2	0	28	0
HCRT		0	0	0	0	4	2	0	0
GHDC		12	113	4	60	124	24	113	22
STAT5B		481	955	271	471	1761	981	794	576
ENSG00000280295		12	25	0	0	6	0	0	10
ENSG00000267758		0	12	0	0	0	2	0	8
ENSG00000236194		0	0	22	0	14	2	18	0
ENSG00000278829		0	14	6	1	26	14	0	19
STAT5A		179	729	150	433	886	519	546	388
STAT3		873	2110	562	900	3170	1671	1707	1120
ENSG00000221020		0	0	0	0	18	0	0	0
CAVIN1		2539	5590	1808	3482	8040	5105	3909	4268
ATP6V0A1		323	736	124	359	994	434	330	327
MIR548AT		0	0	0	27	0	16	0	0
ENSG00000267222		0	17	2	10	8	0	0	0
ENSG00000267632		24	49	10	32	0	21	2	32
ENSG00000265611		0	0	0	10	0	0	0	0
PTP4A2P1		8	2	0	2	0	2	0	0
NAGLU		191	596	137	190	613	520	497	277
HSD17B1P1		72	54	10	6	52	31	15	70
HSD17B1		38	269	38	115	175	90	56	85
HSD17B1-AS1		5	17	0	0	20	5	0	11
COASY		348	1252	290	605	1532	866	679	670
MLX		217	459	102	190	784	486	371	291
PSMC3IP		96	108	24	64	92	65	65	156
RETREG3		624	1702	514	759	2595	1292	1206	1000
ENSG00000280183		12	0	0	18	10	0	0	12
TUBG1		163	336	132	185	702	478	299	289
TUBG2		144	269	41	246	272	273	176	163
PLEKHH3		381	1117	257	579	1378	814	769	743
CCR10		0	0	0	1	0	15	0	0
ENSG00000267042		0	0	0	0	0	0	0	0
CNTNAP1		14	32	12	12	58	60	22	32
ENSG00000267765		0	0	0	0	0	0	0	0
EZH1		159	466	88	230	455	437	395	240
ENSG00000239671		0	0	0	0	0	0	0	0
HMGN2P15		0	0	0	0	0	0	0	2
RAMP2-AS1		0	0	0	0	0	0	2	0
RAMP2		0	0	0	0	2	0	0	0
VPS25		166	394	149	234	636	467	340	177
WNK4		31	12	1	6	29	44	22	0
COA3		220	586	147	312	1033	364	291	223
CNTD1		0	6	0	0	14	6	0	4
BECN1		201	374	123	184	606	274	264	180
PSME3		469	1135	371	608	1739	1031	585	527
AOC2		12	66	16	8	28	36	7	24
AOC3		0	0	0	24	6	0	12	21
AOC4P		12	0	0	0	0	0	0	1
G6PC1		0	0	0	0	0	3	0	0
AARSD1		12	46	0	15	70	43	42	37
PTGES3L		4	15	0	0	1	2	0	16
ENSG00000267230		20	10	0	0	0	19	0	0
RUNDC1		314	650	150	470	764	570	388	367
RPL27		1447	2651	749	1463	4964	2733	1813	1591
IFI35		187	405	152	318	755	498	315	276
VAT1		2196	7676	1992	2755	11842	5506	5091	4149
RND2		0	2	0	0	8	0	0	6
BRCA1		291	462	158	232	311	455	233	178
NBR2		8	87	12	40	104	43	56	5
ENSG00000267681		0	36	0	0	0	0	0	0
ENSG00000267002		2	81	8	2	52	35	36	12
ENSG00000267340		0	9	0	0	0	0	0	4
NBR1		470	1325	341	634	2316	947	1057	625
TMEM106A		35	69	6	73	123	63	107	77
CCDC200		28	115	4	20	32	26	70	55
RNU2-1		15	85	31	17	103	166	81	36
ENSG00000275616		0	0	0	0	0	0	0	0
ENSG00000273709		34	52	14	32	113	84	44	10
ENSG00000278048		26	4	2	2	1	1	0	0
ENSG00000278774		10	44	12	17	68	37	33	21
ENSG00000274452		45	288	80	123	328	247	221	119
ENSG00000275219		0	0	0	0	0	0	0	0
ENSG00000278591		0	0	0	0	0	5	0	0
ENSG00000279602		0	14	0	0	8	12	0	18
LINC00910		11	13	2	18	54	34	36	22
ARL4D		157	290	20	223	596	259	250	150
MIR2117HG		0	1	0	0	0	0	0	0
DHX8		283	515	232	587	1060	688	742	419
ETV4		170	759	188	476	1045	472	383	416
ENSG00000267747		0	0	0	0	0	14	30	0
MEOX1		0	0	0	0	0	0	0	0
WHSC1L2P		0	0	0	7	6	2	0	0
DUSP3		231	753	313	466	1521	870	417	556
MPP3		109	165	20	206	365	98	143	120
CD300LG		0	0	0	0	0	0	0	2
MPP2		0	0	0	6	0	0	0	4
PYY		0	0	0	0	0	0	10	0
NAGS		20	94	42	86	54	18	0	17
TMEM101		199	605	123	386	731	510	277	294
ENSG00000221044		0	0	0	0	0	2	0	12
LSM12		77	158	69	90	283	93	126	64
G6PC3		239	635	183	285	1153	704	362	424
HDAC5		526	1280	161	806	1762	919	1026	557
ENSG00000267638		0	26	0	14	0	10	10	0
HROB		78	58	41	137	160	38	51	86
ASB16		19	92	14	89	101	70	79	38
ASB16-AS1		110	200	59	45	237	72	74	46
TMUB2		370	526	97	240	1036	541	495	242
ATXN7L3		522	1337	231	672	1765	1002	784	711
ATXN7L3-AS1		14	24	0	0	47	4	25	12
UBTF		614	1192	404	937	1989	1448	651	480
ENSG00000260793		22	70	0	51	68	44	49	34
SHC1P2		0	8	0	0	0	0	0	0
SLC4A1		0	0	0	1	0	0	0	0
RN7SL507P		0	2	0	0	1	0	0	0
RUNDC3A-AS1		12	0	0	0	0	0	0	0
RUNDC3A		0	4	0	0	2	2	24	0
SLC25A39		1074	3054	770	1858	4200	2484	1753	1429
ENSG00000267211		0	5	0	0	0	0	0	0
GRN		2035	7919	1887	3214	10547	5791	5255	3842
FAM171A2		195	452	64	309	602	438	287	207
ITGA2B		0	6	0	0	0	9	0	0
GPATCH8		320	930	210	402	991	697	544	470
RN7SL258P		0	0	0	10	0	14	10	0
FZD2		8	20	0	14	14	0	2	8
MEIOC		0	50	0	24	51	20	22	0
CCDC43		16	217	36	85	213	81	71	42
ENSG00000267160		0	0	2	0	0	0	0	0
ENSG00000279879		0	0	0	0	0	0	0	0
DBF4B		152	237	8	220	354	321	127	292
RPL6P26		0	0	0	0	0	2	6	0
ADAM11		16	25	0	53	34	8	4	2
ENSG00000267505		0	0	0	0	0	0	0	0
GJC1		0	0	0	0	0	0	0	2
HIGD1B		19	24	0	0	3	0	0	0
EFTUD2		395	882	401	839	1648	855	649	566
RN7SL405P		19	21	0	0	14	0	0	0
GFAP		0	0	0	0	0	0	0	0
KIF18B		574	559	91	721	924	944	249	544
MIR6783		0	0	0	4	0	0	6	3
KIF18B-DT		0	24	0	0	0	0	0	0
C1QL1		16	0	6	44	2	42	16	14
DCAKD		246	745	214	434	1136	582	470	430
NMT1		589	884	303	704	2125	1175	678	555
ENSG00000200888		0	0	0	0	0	0	0	0
PLCD3		945	3227	835	1125	5131	2111	2113	1478
MIR6784		0	17	10	10	12	2	20	15
ACBD4		78	188	78	86	355	202	191	106
ENSG00000276728		42	17	20	16	43	42	5	22
HEXIM1		468	760	236	666	1531	735	841	642
HEXIM2-AS1		17	20	2	0	7	6	3	3
HEXIM2		42	152	4	77	101	42	49	40
ENSG00000267288		12	28	2	0	32	16	39	23
FMNL1-DT		0	12	0	0	0	17	14	0
FMNL1		23	32	4	34	82	55	14	53
FMNL1-AS1		0	0	3	0	0	0	0	0
EFCAB15P		14	4	6	66	20	56	31	20
MAP3K14-AS1		24	72	0	48	40	3	6	8
SPATA32		20	2	0	0	0	4	2	0
MAP3K14		145	562	153	174	615	361	287	265
ARHGAP27		1	2	2	4	5	3	5	49
PLEKHM1		98	283	65	140	347	183	218	146
LRRC37A4P		0	0	0	1	6	16	2	24
RPS26P8		0	0	0	0	0	0	0	0
LINC02210		0	15	0	0	1	2	0	0
MAPT		0	2	2	1	0	0	0	0
KANSL1		7	16	7	33	27	16	4	4
KANSL1-AS1		0	0	0	0	0	0	0	0
ENSG00000262539		0	0	0	0	0	0	1	0
ARL17B		8	10	7	10	13	10	25	0
LRRC37A		31	8	1	43	9	13	41	5
RN7SL656P		0	1	0	1	0	1	0	0
NSFP1		39	39	20	25	115	54	20	25
LRRC37A2		18	18	6	7	30	13	30	5
ARL17A		10	15	7	23	23	5	13	6
RN7SL199P		0	1	0	1	0	1	0	0
FAM215B		0	0	0	5	11	1	3	0
NSF		73	160	75	142	509	251	129	105
RPS7P11		0	0	1	1	0	0	0	0
WNT3		0	0	0	0	0	0	0	0
GOSR2		107	205	49	142	357	133	160	130
RPRML		0	0	0	0	14	0	0	0
LRRC37A17P		10	46	40	0	74	30	20	4
ENSG00000262879		119	198	83	122	327	147	87	184
RN7SL270P		0	0	0	0	8	0	0	0
CDC27		372	634	164	315	980	566	339	362
ENSG00000239291		0	33	0	0	14	23	8	48
ENSG00000262265		0	14	0	0	39	10	13	10
ENSG00000261872		11	0	0	16	15	0	0	18
MYL4		0	0	0	0	0	6	0	0
ITGB3		2	14	0	6	4	11	0	4
RNU7-186P		0	0	0	0	0	0	0	0
ENSG00000276790		0	0	0	0	0	0	0	0
EFCAB13-DT		0	0	0	0	0	0	0	0
EFCAB13		53	88	15	44	200	75	116	56
ENSG00000253347		0	0	0	0	0	6	6	2
MRPL45P2		8	18	0	2	15	4	27	40
NPEPPS		329	774	145	495	1659	752	615	437
KPNB1-DT		12	15	0	16	14	31	9	0
KPNB1		1019	1972	684	1302	2985	1985	1194	1514
TBKBP1		78	220	37	128	369	225	125	112
OSBPL7		145	437	95	242	495	284	165	243
MRPL10		166	456	31	238	639	275	225	174
LRRC46		8	40	6	13	44	4	18	4
SCRN2		145	535	127	172	770	386	266	238
SP6		2	11	0	24	4	8	6	0
ENSG00000266821		0	0	0	0	0	4	0	0
ENSG00000264920		0	47	6	13	29	18	22	0
SP2		145	210	43	113	253	206	158	118
SP2-AS1		38	26	2	14	79	67	25	3
ENSG00000266601		0	0	0	0	0	36	0	0
PNPO		183	434	106	136	545	358	298	153
PRR15L		0	0	0	0	0	0	0	0
CDK5RAP3		204	610	214	369	806	522	388	383
COPZ2		2	10	0	13	29	8	41	0
MIR152		0	0	0	19	0	0	0	7
NFE2L1-DT		7	56	0	16	14	82	0	4
NFE2L1		879	3392	709	1438	3870	2480	2450	1602
ENSG00000278765		6	0	0	0	1	29	0	12
CBX1		423	576	252	418	819	690	576	334
RNU6-1201P		0	0	0	0	0	0	0	0
SNX11		48	152	68	69	81	171	63	68
ENSG00000206805		2	0	0	0	0	2	1	0
HOXB2		0	0	0	0	0	0	0	0
HOXB-AS1		0	0	0	0	0	12	0	0
HOXB3		24	26	0	23	17	72	24	0
HOXB-AS3		30	34	2	44	21	44	12	15
HOXB-AS2		0	0	0	14	0	0	0	0
HOXB4		0	20	2	21	26	6	0	16
ENSG00000257178		19	8	0	7	19	0	0	2
HOXB5		8	32	16	32	15	54	14	41
HOXB6		37	147	34	38	114	150	62	38
HOXB7		20	92	10	85	182	47	47	32
HOXB8		0	10	0	5	33	14	10	6
HOXB9		0	16	0	0	0	10	16	0
HOXB-AS4		0	0	0	0	0	0	0	0
MIR196A1		0	0	0	0	0	0	0	0
LINC03057		0	0	0	0	0	0	0	0
ENSG00000262745		0	0	0	0	0	0	0	0
RPL9P28		0	0	0	0	0	0	0	0
LINC02086		0	0	0	0	0	0	0	0
HOXB13		0	0	0	1	0	0	0	0
TTLL6		10	4	0	26	0	0	6	0
RN7SL125P		1	2	0	2	2	0	1	4
CALCOCO2		363	746	204	451	992	616	576	353
SUMO2P17		0	4	0	2	40	5	6	2
ATP5MC1		126	167	49	62	366	155	115	102
ENSG00000270781		2	3	2	0	0	0	24	0
UBE2Z		771	1800	498	1068	2581	1619	1161	1077
SNF8		347	521	190	409	944	550	301	231
RNU1-42P		0	0	0	0	1	2	0	0
GIP		1	0	9	30	29	62	5	30
ENSG00000250838		0	0	0	8	15	2	0	16
IGF2BP1		609	1170	368	852	1901	1063	968	672
ENSG00000251461		0	0	0	7	4	4	10	0
ENSG00000255851		0	45	4	0	42	0	2	8
RNU6-826P		0	2	6	3	0	17	0	24
ENSG00000251550		10	0	8	0	20	12	0	8
ABI3		0	0	0	0	12	0	0	0
PHOSPHO1		0	0	0	0	0	0	0	0
ZNF652		311	636	166	528	1026	422	658	437
ZNF652-AS1		0	0	0	0	0	0	0	0
PHB1		233	594	125	386	854	451	216	330
EIF4EP2		16	35	33	22	133	85	36	36
ENSG00000279036		0	0	0	0	0	0	0	0
NGFR		0	0	0	0	0	0	0	0
NXPH3		0	0	0	0	0	0	0	0
SPOP		153	459	85	254	1004	301	417	269
SLC35B1		93	431	102	139	560	259	258	60
FAM117A		4	0	0	10	26	17	0	0
KAT7		242	524	70	206	603	254	349	163
SRP14P3		0	0	0	0	2	0	0	0
ENSG00000262837		0	0	0	4	0	0	0	0
TAC4		0	4	0	14	0	8	14	10
ENSG00000204584		0	0	0	6	26	0	0	0
ENSG00000254039		0	0	0	0	0	0	0	0
ENSG00000249176		0	0	0	0	0	0	3	0
DLX4		0	10	0	0	10	0	0	2
DLX3		0	0	16	0	26	0	0	0
PICART1		24	59	12	18	30	22	56	45
ITGA3		3957	13457	3131	5751	12443	8595	6957	7083
ENSG00000276851		4	0	0	0	12	0	0	8
PDK2		60	273	22	72	427	140	165	110
ENSG00000275025		0	0	0	0	0	0	2	0
SAMD14		8	14	12	50	51	24	34	22
PPP1R9B		751	1598	391	1022	2672	1613	992	991
ENSG00000236472		0	0	0	24	26	0	0	38
H1-9P		0	0	0	0	0	0	0	0
COL1A1		1	3	0	2	19	6	1	0
TMEM92		0	0	0	14	6	18	0	0
TMEM92-AS1		0	0	0	0	0	0	0	10
XYLT2		324	938	275	512	1398	825	691	568
ENSG00000279792		29	66	18	28	28	30	44	2
MRPL27		199	201	157	255	511	317	250	261
EME1		22	34	4	34	40	33	19	15
LRRC59		785	1296	364	771	1810	1219	850	839
ENSG00000206824		2	0	0	0	0	0	0	0
ENSG00000253102		0	0	0	0	0	0	0	0
ACSF2		110	577	159	181	759	281	307	178
MRPS21P9		0	0	0	0	0	0	0	4
CHAD		19	120	4	14	106	33	143	113
ENSG00000275897		0	4	0	1	20	0	0	0
RSAD1		205	471	183	472	991	545	583	253
ENSG00000249451		0	0	0	0	2	0	0	0
MYCBPAP		12	10	0	0	0	49	2	20
EPN3		68	80	48	57	161	191	33	137
ENSG00000250286		0	15	0	0	5	0	0	22
SPATA20		626	2058	536	944	2962	1557	1194	767
CACNA1G-AS1		0	16	0	8	0	2	0	0
CACNA1G		8	11	2	40	86	57	4	14
ENSG00000250976		11	0	0	0	0	0	0	0
ENSG00000251239		0	0	0	2	0	10	0	0
ABCC3		1660	6195	1549	2127	8267	4616	4069	2789
ANKRD40		244	579	154	274	800	458	318	325
ENSG00000201340		0	0	0	0	0	0	0	0
LUC7L3		383	640	166	628	808	737	672	379
ENSG00000278963		10	32	35	30	33	28	12	44
ANKRD40CL		30	20	10	0	39	28	6	0
TOB1		212	722	80	386	780	534	336	298
TOB1-AS1		8	41	12	14	33	10	18	4
ENSG00000247011		0	0	0	0	28	0	0	0
ENSG00000251665		0	0	0	0	0	8	0	0
SPAG9		1449	3615	977	1619	4488	3132	2920	2126
NME1		80	127	8	83	193	154	78	119
NME2		9	18	32	18	125	58	47	23
MBTD1		99	242	28	169	533	234	202	264
ENSG00000279089		6	67	26	15	93	16	49	48
ENSG00000264895		24	132	0	14	80	11	56	8
UTP18		365	480	173	356	1038	683	295	270
LINC01982		0	2	0	0	0	0	0	0
MTCO1P40		0	0	0	1	5	1	3	2
KIF2B		0	0	0	0	0	0	0	0
TOM1L1		123	322	55	115	386	242	183	143
COX11		286	741	142	470	791	372	283	233
ENSG00000279059		20	18	8	6	68	40	53	6
ENSG00000275710		0	0	0	0	0	0	0	2
STXBP4		22	126	28	90	213	70	171	98
HLF		0	0	0	0	0	0	0	0
MMD		345	566	143	367	638	353	334	289
SMIM36		12	0	0	26	0	0	2	0
ENSG00000236319		0	0	0	0	9	0	2	1
TMEM100		0	0	0	0	0	0	0	0
PCTP		100	262	112	131	476	414	235	181
ENSG00000262052		0	0	0	0	0	0	0	2
ANKFN1		2	32	0	0	14	26	12	4
ENSG00000274924		0	0	0	0	0	4	0	0
NOG		0	0	0	0	0	0	0	0
C17orf67		30	56	9	60	103	142	125	69
DGKE		0	8	6	12	14	8	26	26
ENSG00000262408		0	0	0	0	0	0	9	0
TRIM25		630	1255	330	523	2179	1157	833	719
ENSG00000274213		0	6	0	22	61	14	6	4
COIL		120	185	58	87	298	367	58	86
ENSG00000262298		0	6	0	0	12	44	0	25
ENSG00000262623		0	0	0	0	4	2	2	0
SCPEP1		200	622	80	381	608	319	315	360
ENSG00000263120		0	0	0	0	0	2	0	0
AKAP1-DT		7	4	0	0	18	8	12	0
AKAP1		241	669	182	582	1623	752	423	372
ENSG00000263089		2	52	10	30	74	12	6	34
MSI2		562	922	121	704	1289	935	515	575
ENSG00000279555		59	74	0	115	71	42	54	11
ENSG00000279281		43	14	0	22	26	8	30	2
ENSG00000266100		0	0	0	10	0	0	0	0
ENSG00000280028		4	62	4	4	0	26	0	10
ENSG00000263499		0	4	0	18	11	4	4	0
RN7SL449P		0	2	0	0	0	0	32	0
ENSG00000265542		0	2	0	0	0	0	0	0
RN7SKP94		0	0	0	0	0	0	0	1
MRPS23		178	427	132	285	692	336	261	207
CUEDC1		371	1174	144	880	1584	915	576	639
ENSG00000264914		0	0	0	0	8	0	0	0
ENSG00000278642		0	0	0	0	0	0	0	14
VEZF1		306	481	129	498	838	522	363	421
ENSG00000280233		23	4	0	5	7	0	2	0
ENSG00000264112		74	403	6	88	322	125	209	178
SRSF1		408	686	189	465	1256	765	577	553
ENSG00000279069		8	41	12	18	33	27	30	26
DYNLL2		627	1085	343	722	1592	1307	545	671
ENSG00000279207		2	10	10	4	26	10	18	16
EPX		0	10	0	0	0	0	12	34
ENSG00000278627		0	0	0	0	0	2	0	4
MKS1		29	58	26	93	173	63	81	52
TSPOAP1		17	0	0	0	2	0	0	3
TSPOAP1-AS1		0	0	0	16	0	0	5	0
MIR142HG		0	0	0	8	0	0	0	0
SUPT4H1		95	109	13	20	149	79	84	52
RNF43		157	185	24	308	296	293	38	154
HSF5		0	0	0	0	0	22	0	0
SETP3		0	2	0	0	0	4	0	0
MTMR4		284	822	182	444	1138	588	447	411
SEPTIN4-AS1		0	0	0	0	0	0	0	0
SEPTIN4		0	0	0	0	0	0	0	0
TEX14		0	0	0	0	0	0	0	0
ENSG00000212195		4	0	0	4	0	0	0	0
RNVU1-34		0	0	0	0	0	0	0	0
RAD51C		74	61	22	22	130	93	90	20
PPM1E		0	14	0	0	0	0	0	0
TRIM37		124	221	128	236	460	159	160	253
ENSG00000216168		5	0	0	0	0	0	0	0
RN7SL716P		0	8	0	8	0	0	0	0
ENSG00000224738		0	9	26	16	0	6	0	22
SKA2		155	39	10	102	156	102	22	98
RNU2-58P		0	0	0	0	0	0	0	0
MIR454		0	0	0	0	0	0	0	0
PRR11		684	421	254	683	554	744	351	325
SPDYE22P		0	12	0	0	0	4	0	11
PRR11-AS1		7	29	2	9	22	0	8	8
SMG8		151	260	60	144	430	226	199	130
GDPD1		24	58	26	30	67	39	8	42
YPEL2		101	208	76	160	368	240	215	151
ENSG00000278863		0	0	0	0	2	12	0	0
MIR4729		0	0	0	0	0	0	0	0
DHX40		99	408	68	134	342	207	167	106
ENSG00000273702		0	0	0	20	8	3	10	0
CLTC		1596	3218	957	2056	5730	2589	2532	2169
PTRH2		60	207	48	140	482	194	148	149
VMP1		1604	3518	1089	1726	6087	3236	2663	3028
ENSG00000267637		16	0	0	0	0	0	0	0
TUBD1		71	63	4	58	143	97	78	72
NDUFB8P2		20	0	0	4	10	0	0	0
RPS6KB1		93	441	87	212	707	408	297	242
RNFT1		11	39	26	0	77	42	51	29
RNFT1-DT		0	0	0	9	4	0	0	0
ENSG00000263422		0	0	0	0	2	0	1	0
ENSG00000266701		0	14	16	7	2	0	19	2
ENSG00000265638		0	0	0	0	0	0	0	0
ENSG00000263820		0	1	0	0	0	0	0	3
MIR4737		0	4	0	3	0	2	16	0
HEATR6		60	247	38	86	295	152	77	113
ENSG00000267526		0	0	0	0	0	0	0	2
HEATR6-DT		0	8	0	0	0	30	8	0
WFDC21P		0	0	0	0	0	0	2	0
ENSG00000267295		0	4	0	0	0	0	0	0
ENSG00000267248		0	0	0	0	0	0	0	0
CA4		16	14	0	24	0	0	0	0
USP32		471	556	240	422	998	682	479	354
SCARNA20		383	461	56	229	739	423	298	250
RPL32P32		0	0	0	0	8	0	0	0
SEPTIN7P12		0	22	0	0	0	0	4	0
H3P42		0	0	0	0	22	14	14	0
CHCT1		0	0	0	0	0	0	0	0
RPL12P38		4	17	40	6	39	16	2	2
APPBP2		220	561	86	254	599	544	111	292
ENSG00000270553		0	0	0	0	0	0	0	0
APPBP2-DT		0	0	2	8	37	6	0	0
PPM1D		12	80	4	57	170	56	150	74
RNU6-623P		0	0	0	0	0	24	0	0
BCAS3		57	144	45	134	173	173	113	176
RN7SL606P		0	1	0	0	0	0	0	0
KRT18P61		0	0	0	0	0	15	0	1
HMGN1P28		6	0	0	0	0	0	0	0
RN7SL448P		0	6	0	0	0	0	0	0
ENSG00000267667		6	0	0	2	4	6	14	0
ENSG00000267131		0	0	0	0	0	0	0	0
ENSG00000266934		0	0	0	0	25	0	2	0
TBX2-AS1		71	120	44	37	195	93	80	102
TBX2		296	618	219	314	852	770	334	278
LINC02875		52	57	6	71	84	102	79	46
TBX4		8	18	0	0	2	30	0	14
BRIP1		180	180	38	99	299	252	100	161
INTS2		142	156	92	104	340	120	162	102
ENSG00000202361		0	0	0	0	0	0	8	0
MED13		623	1538	286	738	1788	1115	903	645
ENSG00000279133		102	90	62	75	134	156	78	77
ENSG00000200842		11	19	0	0	0	0	0	0
ENSG00000207123		0	0	0	0	1	0	0	0
POLRMTP1		54	116	22	141	66	96	52	67
ENSG00000266365		4	22	0	1	0	1	7	0
TBC1D3P2		0	0	0	0	0	0	1	0
USP32P4		0	0	0	0	3	1	0	0
METTL2A		127	231	82	87	404	248	188	132
TLK2		126	586	151	298	570	443	305	324
ENSG00000239246		4	4	0	26	3	6	0	2
ENSG00000264546		30	30	0	39	8	0	0	0
ENSG00000277463		0	0	0	0	16	0	0	0
ENSG00000274565		0	0	0	0	0	0	0	0
MRC2		4	6	0	0	4	0	12	36
ENSG00000207382		0	0	0	0	0	0	0	0
ENSG00000279713		0	0	0	0	0	0	0	0
ENSG00000263931		0	0	0	0	0	0	0	0
ENSG00000266411		0	0	0	0	0	0	0	0
ENSG00000272164		0	0	0	0	0	0	0	0
TANC2		0	16	2	0	4	0	0	16
ENSG00000272383		0	0	0	0	0	0	0	0
ENSG00000264513		0	0	0	0	0	0	0	0
DNAJB6P8		0	0	0	0	0	0	0	0
DENRP3		0	0	0	0	0	0	0	0
ENSG00000226797		0	0	0	0	0	0	0	0
ENSG00000263644		0	0	0	0	0	0	2	0
ENSG00000265282		0	6	0	0	0	6	0	0
CYB561		317	854	125	381	836	411	414	364
ACE		0	4	0	0	14	1	10	40
KCNH6		2	2	0	0	0	0	0	0
DCAF7		885	1810	495	882	2866	1706	946	1191
RNU6-288P		0	0	0	0	6	0	0	0
TACO1		164	336	85	142	521	347	202	165
FAM136DP		2	0	0	0	6	0	0	8
MAP3K3		447	816	157	554	1054	683	336	503
EEF1DP7		0	4	0	0	0	4	6	6
LIMD2		8	6	0	34	19	44	4	20
ENSG00000279369		0	0	0	2	6	8	36	0
STRADA		29	103	14	40	31	30	68	44
CCDC47		483	809	219	480	1486	705	564	400
DDX42		286	661	277	350	1138	701	520	499
FTSJ3		267	528	168	521	926	634	455	374
PSMC5		338	587	182	406	1197	716	429	267
SMARCD2		388	1094	362	1020	2200	1402	832	702
PRR29		0	4	0	0	32	0	2	1
ICAM2		0	24	0	8	64	0	8	22
ERN1		202	895	167	257	832	502	537	362
SNHG25		10	11	11	21	86	42	9	2
SNORD104		71	270	63	171	359	268	263	108
TEX2		188	530	193	229	764	388	321	250
PECAM1		297	795	184	378	1206	546	470	482
